"","asd_desc","agg_level_desc","year","crop","info","class_desc","domain_desc","unit_desc","commodity_desc","value"
"28","","STATE",2005,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK","TOTAL","LB / ACRE","BEANS",2240
"29","","STATE",2005,"BEANS, DRY EDIBLE, PINK, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, PINK","TOTAL","ACRES","BEANS",12500
"30","","STATE",2005,"BEANS, DRY EDIBLE, PINK, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK","TOTAL","LB / ACRE","BEANS",2240
"31","","STATE",2005,"BEANS, DRY EDIBLE, PINTO ","ACRES HARVESTED","DRY EDIBLE, PINTO","TOTAL","ACRES","BEANS",29000
"32","","STATE",2005,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO","TOTAL","LB / ACRE","BEANS",2270
"33","","STATE",2005,"BEANS, DRY EDIBLE, PINTO, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, PINTO","TOTAL","ACRES","BEANS",29000
"34","","STATE",2005,"BEANS, DRY EDIBLE, PINTO, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO","TOTAL","LB / ACRE","BEANS",2270
"35","","STATE",2005,"BEANS, DRY EDIBLE, RED, KIDNEY ","ACRES HARVESTED","DRY EDIBLE, RED, KIDNEY","TOTAL","ACRES","BEANS",3800
"36","","STATE",2005,"BEANS, DRY EDIBLE, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, RED, KIDNEY","TOTAL","LB / ACRE","BEANS",2130
"37","","STATE",2005,"BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, RED, KIDNEY","TOTAL","ACRES","BEANS",3800
"38","","STATE",2005,"BEANS, DRY EDIBLE, RED, KIDNEY, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, RED, KIDNEY","TOTAL","LB / ACRE","BEANS",2130
"39","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, RED ","ACRES HARVESTED","DRY EDIBLE, SMALL, RED","TOTAL","ACRES","BEANS",8000
"40","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED","TOTAL","LB / ACRE","BEANS",2410
"41","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, RED, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, SMALL, RED","TOTAL","ACRES","BEANS",8000
"42","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, RED, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED","TOTAL","LB / ACRE","BEANS",2410
"43","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, WHITE ","ACRES HARVESTED","DRY EDIBLE, SMALL, WHITE","TOTAL","ACRES","BEANS",1100
"44","","STATE",2005,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE","TOTAL","LB / ACRE","BEANS",2180
"45","","STATE",2005,"CHICKPEAS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CHICKPEAS",30500
"46","","STATE",2005,"CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","CHICKPEAS",1080
"47","","STATE",2005,"CHICKPEAS, IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CHICKPEAS",200
"48","","STATE",2005,"CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","CHICKPEAS",2000
"49","","STATE",2005,"CHICKPEAS, LARGE ","ACRES HARVESTED","LARGE","TOTAL","ACRES","CHICKPEAS",27600
"50","","STATE",2005,"CHICKPEAS, LARGE ","YIELD, MEASURED IN LB / ACRE","LARGE","TOTAL","LB / ACRE","CHICKPEAS",1060
"51","","STATE",2005,"CHICKPEAS, SMALL ","ACRES HARVESTED","SMALL","TOTAL","ACRES","CHICKPEAS",2900
"52","","STATE",2005,"CHICKPEAS, SMALL ","YIELD, MEASURED IN LB / ACRE","SMALL","TOTAL","LB / ACRE","CHICKPEAS",1240
"53","","STATE",2005,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",60000
"54","","STATE",2005,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",170
"55","","STATE",2005,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",170000
"56","","STATE",2005,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",26.5
"57","","STATE",2005,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES ","ACRES HARVESTED","PRINCIPAL, INCL POTATOES","TOTAL","ACRES","FIELD CROP TOTALS",NA
"58","","STATE",2005,"HAY, (EXCL ALFALFA) ","ACRES HARVESTED","(EXCL ALFALFA)","TOTAL","ACRES","HAY",270000
"59","","STATE",2005,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE","(EXCL ALFALFA)","TOTAL","TONS / ACRE","HAY",2.2
"60","","STATE",2005,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",NA
"61","","STATE",2005,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAY",4.2
"62","","STATE",2005,"HAY, ALFALFA, IRRIGATED ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",870000
"63","","STATE",2005,"HAY, ALFALFA, IRRIGATED ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAY",4.9
"64","","STATE",2005,"HAY, ALFALFA, NON-IRRIGATED ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",230000
"65","","STATE",2005,"HAY, ALFALFA, NON-IRRIGATED ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAY",1.55
"66","","STATE",2005,"HAY ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HAY",NA
"67","","STATE",2005,"HAY ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","HAY",3.81
"68","","STATE",2005,"HAY & HAYLAGE, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY & HAYLAGE",NA
"69","","STATE",2005,"HAY & HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE, DRY BASIS","ALFALFA","TOTAL","TONS / ACRE, DRY BASIS","HAY & HAYLAGE",4.34
"70","","STATE",2005,"HAY & HAYLAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HAY & HAYLAGE",NA
"71","","STATE",2005,"HAY & HAYLAGE ","YIELD, MEASURED IN TONS / ACRE, DRY BASIS","ALL CLASSES","TOTAL","TONS / ACRE, DRY BASIS","HAY & HAYLAGE",3.93
"72","","STATE",2005,"HAYLAGE, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAYLAGE",60000
"73","","STATE",2005,"HAYLAGE, ALFALFA ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAYLAGE",10.5
"74","","STATE",2005,"HAYLAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HAYLAGE",80000
"75","","STATE",2005,"HAYLAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","HAYLAGE",9.83
"76","","STATE",2005,"HOPS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HOPS",3287
"77","","STATE",2005,"HOPS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","HOPS",1640
"78","","STATE",2005,"LENTILS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","LENTILS",63000
"79","","STATE",2005,"LENTILS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","LENTILS",900
"80","","STATE",2005,"MINT, PEPPERMINT, OIL ","ACRES HARVESTED","PEPPERMINT","TOTAL","ACRES","MINT",14000
"81","","STATE",2005,"MINT, PEPPERMINT, OIL ","YIELD, MEASURED IN LB / ACRE","PEPPERMINT","TOTAL","LB / ACRE","MINT",100
"82","","STATE",2005,"MINT, SPEARMINT, OIL ","ACRES HARVESTED","SPEARMINT","TOTAL","ACRES","MINT",600
"83","","STATE",2005,"MINT, SPEARMINT, OIL ","YIELD, MEASURED IN LB / ACRE","SPEARMINT","TOTAL","LB / ACRE","MINT",125
"84","","STATE",2005,"OATS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","OATS",20000
"85","","STATE",2005,"OATS ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","OATS",64
"86","","STATE",2005,"PEAS, AUSTRIAN WINTER ","ACRES HARVESTED","AUSTRIAN WINTER","TOTAL","ACRES","PEAS",8000
"87","","STATE",2005,"PEAS, AUSTRIAN WINTER ","YIELD, MEASURED IN LB / ACRE","AUSTRIAN WINTER","TOTAL","LB / ACRE","PEAS",1100
"88","","STATE",2005,"PEAS, DRY EDIBLE ","ACRES HARVESTED","DRY EDIBLE","TOTAL","ACRES","PEAS",46000
"89","","STATE",2005,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE","TOTAL","LB / ACRE","PEAS",1300
"90","","STATE",2005,"SUGARBEETS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARBEETS",167000
"91","","STATE",2005,"SUGARBEETS ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARBEETS",27.1
"92","","STATE",2005,"WHEAT ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",NA
"93","","STATE",2005,"WHEAT ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",83.8
"94","","STATE",2005,"WHEAT ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",79.9
"95","","STATE",2005,"WHEAT, IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",580500
"96","","STATE",2005,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",105.8
"97","","STATE",2005,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",101.2
"98","","STATE",2005,"WHEAT, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",619500
"99","","STATE",2005,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",63.2
"100","","STATE",2005,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",60.1
"101","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM) ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",450000
"102","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",72
"103","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",268000
"104","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",92.2
"105","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",182000
"106","","STATE",2005,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",42.2
"107","","STATE",2005,"WHEAT, SPRING, DURUM ","ACRES HARVESTED","SPRING, DURUM","TOTAL","ACRES","WHEAT",20000
"108","","STATE",2005,"WHEAT, SPRING, DURUM ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM","TOTAL","BU / ACRE","WHEAT",88
"109","","STATE",2005,"WHEAT, SPRING, DURUM, IRRIGATED ","ACRES HARVESTED","SPRING, DURUM","TOTAL","ACRES","WHEAT",17500
"110","","STATE",2005,"WHEAT, SPRING, DURUM, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM","TOTAL","BU / ACRE","WHEAT",96.6
"111","","STATE",2005,"WHEAT, SPRING, DURUM, NON-IRRIGATED ","ACRES HARVESTED","SPRING, DURUM","TOTAL","ACRES","WHEAT",2500
"112","","STATE",2005,"WHEAT, SPRING, DURUM, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, DURUM","TOTAL","BU / ACRE","WHEAT",28
"113","","STATE",2005,"WHEAT, WINTER ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",730000
"114","","STATE",2005,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",91
"115","","STATE",2005,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",86.5
"116","","STATE",2005,"WHEAT, WINTER, IRRIGATED ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",295000
"117","","STATE",2005,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",118.7
"118","","STATE",2005,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",113.2
"119","","STATE",2005,"WHEAT, WINTER, NON-IRRIGATED ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",435000
"120","","STATE",2005,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",72.2
"121","","STATE",2005,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",68.4
"122","","STATE",2005,"ONIONS, DRY, SUMMER, STORAGE ","ACRES HARVESTED","DRY, SUMMER, STORAGE","TOTAL","ACRES","ONIONS",9500
"123","","STATE",2005,"ONIONS, DRY, SUMMER, STORAGE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY, SUMMER, STORAGE","TOTAL","$ / CWT","ONIONS",8
"124","","STATE",2005,"ONIONS, DRY, SUMMER, STORAGE ","YIELD, MEASURED IN CWT / ACRE","DRY, SUMMER, STORAGE","TOTAL","CWT / ACRE","ONIONS",640
"125","","STATE",2005,"POTATOES ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","POTATOES",323000
"126","","STATE",2005,"POTATOES ","YIELD, MEASURED IN CWT / ACRE","ALL CLASSES","TOTAL","CWT / ACRE","POTATOES",366
"127","","STATE",2005,"POTATOES, FALL ","ACRES HARVESTED","FALL","TOTAL","ACRES","POTATOES",323000
"128","","STATE",2005,"POTATOES, FALL ","YIELD, MEASURED IN CWT / ACRE","FALL","TOTAL","CWT / ACRE","POTATOES",366
"129","","STATE",2005,"VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET ","ACRES HARVESTED","34 MAJOR, VARIES BY SEASON","TOTAL","ACRES","VEGETABLE TOTALS",9500
