"","asd_desc","agg_level_desc","year","crop","info","class_desc","domain_desc","unit_desc","commodity_desc","value"
"20","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",294000
"21","","STATE",1990,"BARLEY, IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",456000
"22","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",70
"23","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",103.3
"24","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",101.2
"25","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",83.6
"26","","STATE",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",89.9
"27","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",70
"28","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",100.3
"29","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",100.4
"30","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",83
"31","","STATE",1990,"BARLEY, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",89.1
"32","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",136000
"33","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",5000
"34","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",12000
"35","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",171000
"36","","STATE",1990,"BARLEY, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",324000
"37","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",59.1
"38","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",39.8
"39","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",25.8
"40","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",38.7
"41","","STATE",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",46.8
"42","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",58.7
"43","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",39.8
"44","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",25.8
"45","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",37.6
"46","","STATE",1990,"BARLEY, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",46
"47","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",121000
"48","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",2000
"49","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",10500
"50","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",125500
"51","","STATE",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",259000
"52","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",58
"53","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",28
"54","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",26.4
"55","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",38
"56","","STATE",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",46.8
"57","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",57.5
"58","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",28
"59","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",26.4
"60","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",36.9
"61","","STATE",1990,"BARLEY, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",45.9
"62","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",15000
"63","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",3000
"64","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",1500
"65","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",45500
"66","","STATE",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","BARLEY",65000
"67","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",68.3
"68","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",47.7
"69","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",22
"70","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",40.5
"71","","STATE",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","BARLEY",46.8
"72","NORTH","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",68.3
"73","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",47.7
"74","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",22
"75","EAST","AGRICULTURAL DISTRICT",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",39.6
"76","","STATE",1990,"BARLEY, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","BARLEY",46.1
"77","","STATE",1990,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)","TOTAL","$ / CWT","BEANS",17.6
"78","","STATE",1990,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","ACRES HARVESTED","DRY EDIBLE, DARK, RED, KIDNEY","TOTAL","ACRES","BEANS",1400
"79","","STATE",1990,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, DARK, RED, KIDNEY","TOTAL","LB / ACRE","BEANS",1710
"80","","STATE",1990,"BEANS, DRY EDIBLE, GREAT NORTHERN ","ACRES HARVESTED","DRY EDIBLE, GREAT NORTHERN","TOTAL","ACRES","BEANS",8600
"81","","STATE",1990,"BEANS, DRY EDIBLE, GREAT NORTHERN ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN","TOTAL","LB / ACRE","BEANS",2090
"82","NORTH","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",400
"83","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",44100
"84","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",133300
"85","EAST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",200
"86","","STATE",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",178000
"87","NORTH","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",550
"88","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",1990
"89","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",2010
"90","EAST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",1250
"91","","STATE",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",2000
"92","NORTH","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",400
"93","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",44100
"94","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",133300
"95","EAST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",200
"96","","STATE",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","ACRES HARVESTED","DRY EDIBLE, INCL CHICKPEAS","TOTAL","ACRES","BEANS",178000
"97","NORTH","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",550
"98","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",1990
"99","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",2010
"100","EAST","AGRICULTURAL DISTRICT",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",1250
"101","","STATE",1990,"BEANS, DRY EDIBLE, INCL CHICKPEAS, IRRIGATED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS","TOTAL","LB / ACRE","BEANS",2000
"102","","STATE",1990,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","ACRES HARVESTED","DRY EDIBLE, LIGHT, RED, KIDNEY","TOTAL","ACRES","BEANS",600
"103","","STATE",1990,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIGHT, RED, KIDNEY","TOTAL","LB / ACRE","BEANS",1170
"104","","STATE",1990,"BEANS, DRY EDIBLE, NAVY ","ACRES HARVESTED","DRY EDIBLE, NAVY","TOTAL","ACRES","BEANS",6900
"105","","STATE",1990,"BEANS, DRY EDIBLE, NAVY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, NAVY","TOTAL","LB / ACRE","BEANS",1900
"106","","STATE",1990,"BEANS, DRY EDIBLE, OTHER ","ACRES HARVESTED","DRY EDIBLE, OTHER","TOTAL","ACRES","BEANS",3700
"107","","STATE",1990,"BEANS, DRY EDIBLE, OTHER ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, OTHER","TOTAL","LB / ACRE","BEANS",1300
"108","","STATE",1990,"BEANS, DRY EDIBLE, PINK ","ACRES HARVESTED","DRY EDIBLE, PINK","TOTAL","ACRES","BEANS",42600
"109","","STATE",1990,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK","TOTAL","LB / ACRE","BEANS",2060
"110","","STATE",1990,"BEANS, DRY EDIBLE, PINTO ","ACRES HARVESTED","DRY EDIBLE, PINTO","TOTAL","ACRES","BEANS",92100
"111","","STATE",1990,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO","TOTAL","LB / ACRE","BEANS",1990
"112","","STATE",1990,"BEANS, DRY EDIBLE, SMALL, RED ","ACRES HARVESTED","DRY EDIBLE, SMALL, RED","TOTAL","ACRES","BEANS",17700
"113","","STATE",1990,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED","TOTAL","LB / ACRE","BEANS",2090
"114","","STATE",1990,"BEANS, DRY EDIBLE, SMALL, WHITE ","ACRES HARVESTED","DRY EDIBLE, SMALL, WHITE","TOTAL","ACRES","BEANS",4400
"115","","STATE",1990,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE","TOTAL","LB / ACRE","BEANS",2090
"116","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",19000
"117","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",10900
"118","EAST","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",100
"119","","STATE",1990,"CORN, GRAIN ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",30000
"120","","STATE",1990,"CORN, GRAIN ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","CORN",2.7
"121","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",130.5
"122","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",129.6
"123","EAST","AGRICULTURAL DISTRICT",1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",80
"124","","STATE",1990,"CORN, GRAIN ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","CORN",130
"125","NORTH","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",300
"126","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",34600
"127","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",26100
"128","EAST","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",7000
"129","","STATE",1990,"CORN, SILAGE ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","CORN",68000
"130","NORTH","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",16.7
"131","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",23.6
"132","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",23.4
"133","EAST","AGRICULTURAL DISTRICT",1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",18.9
"134","","STATE",1990,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",23
"135","","STATE",1990,"HAY, (EXCL ALFALFA) ","ACRES HARVESTED","(EXCL ALFALFA)","TOTAL","ACRES","HAY",170000
"136","","STATE",1990,"HAY, (EXCL ALFALFA) ","PRICE RECEIVED, MEASURED IN $ / TON","(EXCL ALFALFA)","TOTAL","$ / TON","HAY",68.5
"137","","STATE",1990,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE","(EXCL ALFALFA)","TOTAL","TONS / ACRE","HAY",2
"138","NORTH","AGRICULTURAL DISTRICT",1990,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",68000
"139","SOUTHWEST","AGRICULTURAL DISTRICT",1990,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",164000
"140","SOUTH CENTRAL","AGRICULTURAL DISTRICT",1990,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",277000
"141","EAST","AGRICULTURAL DISTRICT",1990,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",451000
