,asd_desc,agg_level_desc,year,crop,info,class_desc,domain_desc,unit_desc,commodity_desc,value
477,,NATIONAL,2005,ASPARAGUS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,ASPARAGUS,49300
478,,NATIONAL,2005,ASPARAGUS ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,ASPARAGUS,78.5
479,,NATIONAL,2005,ASPARAGUS ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,ASPARAGUS,31
480,,NATIONAL,2005,"ASPARAGUS, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,ASPARAGUS,87.4
481,,NATIONAL,2005,"ASPARAGUS, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,ASPARAGUS,1050
482,,NATIONAL,2005,"ASPARAGUS, PROCESSING, CANNED ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,ASPARAGUS,1070
483,,NATIONAL,2005,"ASPARAGUS, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,ASPARAGUS,960
283,,NATIONAL,2005,AVOCADOS ,"PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,AVOCADOS,1130
284,,NATIONAL,2005,"AVOCADOS, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,AVOCADOS,1130
285,,NATIONAL,2005,BANANAS ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BANANAS,0.439
286,,NATIONAL,2005,"BANANAS, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BANANAS,0.439
1,,NATIONAL,2005,BARLEY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BARLEY,NA
2,,NATIONAL,2005,BARLEY ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,2.53
3,,NATIONAL,2005,BARLEY ,"PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,2.43
4,,NATIONAL,2005,BARLEY ,"PRICE RECEIVED, MEASURED IN PCT OF PARITY",ALL CLASSES,TOTAL,PCT OF PARITY,BARLEY,33
5,,NATIONAL,2005,BARLEY ,"YIELD, MEASURED IN BU / ACRE",ALL CLASSES,TOTAL,BU / ACRE,BARLEY,64.8
6,,NATIONAL,2005,"BARLEY, FEED ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,1.87
7,,NATIONAL,2005,"BARLEY, MALTING ","PRICE RECEIVED, MEASURED IN $ / BU",ALL CLASSES,TOTAL,$ / BU,BARLEY,2.8
8,,NATIONAL,2005,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,$ / CWT,BEANS,18.5
9,,NATIONAL,2005,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,$ / CWT,BEANS,24.1
10,,NATIONAL,2005,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) ","PRICE RECEIVED, MEASURED IN PCT OF PARITY","DRY EDIBLE, (EXCL CHICKPEAS)",TOTAL,PCT OF PARITY,BEANS,34
11,,NATIONAL,2005,"BEANS, DRY EDIBLE, BLACK ",ACRES HARVESTED,"DRY EDIBLE, BLACK",TOTAL,ACRES,BEANS,107100
12,,NATIONAL,2005,"BEANS, DRY EDIBLE, BLACK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, BLACK",TOTAL,LB / ACRE,BEANS,1691
13,,NATIONAL,2005,"BEANS, DRY EDIBLE, BLACKEYE ",ACRES HARVESTED,"DRY EDIBLE, BLACKEYE",TOTAL,ACRES,BEANS,21500
14,,NATIONAL,2005,"BEANS, DRY EDIBLE, BLACKEYE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, BLACKEYE",TOTAL,LB / ACRE,BEANS,1888
15,,NATIONAL,2005,"BEANS, DRY EDIBLE, CRANBERRY ",ACRES HARVESTED,"DRY EDIBLE, CRANBERRY",TOTAL,ACRES,BEANS,11300
16,,NATIONAL,2005,"BEANS, DRY EDIBLE, CRANBERRY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, CRANBERRY",TOTAL,LB / ACRE,BEANS,1434
17,,NATIONAL,2005,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,ACRES,BEANS,58000
18,,NATIONAL,2005,"BEANS, DRY EDIBLE, DARK, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, DARK, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,1807
19,,NATIONAL,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN ",ACRES HARVESTED,"DRY EDIBLE, GREAT NORTHERN",TOTAL,ACRES,BEANS,71200
20,,NATIONAL,2005,"BEANS, DRY EDIBLE, GREAT NORTHERN ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, GREAT NORTHERN",TOTAL,LB / ACRE,BEANS,2226
21,,NATIONAL,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS ",ACRES HARVESTED,"DRY EDIBLE, INCL CHICKPEAS",TOTAL,ACRES,BEANS,NA
22,,NATIONAL,2005,"BEANS, DRY EDIBLE, INCL CHICKPEAS ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, INCL CHICKPEAS",TOTAL,LB / ACRE,BEANS,1741
23,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ",ACRES HARVESTED,"DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,ACRES,BEANS,68800
24,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIGHT, RED, KIDNEY",TOTAL,LB / ACRE,BEANS,1612
25,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIMA, BABY ",ACRES HARVESTED,"DRY EDIBLE, LIMA, BABY",TOTAL,ACRES,BEANS,16400
26,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIMA, BABY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIMA, BABY",TOTAL,LB / ACRE,BEANS,2350
27,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIMA, LARGE ",ACRES HARVESTED,"DRY EDIBLE, LIMA, LARGE",TOTAL,ACRES,BEANS,15000
28,,NATIONAL,2005,"BEANS, DRY EDIBLE, LIMA, LARGE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, LIMA, LARGE",TOTAL,LB / ACRE,BEANS,2390
29,,NATIONAL,2005,"BEANS, DRY EDIBLE, NAVY ",ACRES HARVESTED,"DRY EDIBLE, NAVY",TOTAL,ACRES,BEANS,223400
30,,NATIONAL,2005,"BEANS, DRY EDIBLE, NAVY ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, NAVY",TOTAL,LB / ACRE,BEANS,1788
31,,NATIONAL,2005,"BEANS, DRY EDIBLE, OTHER ",ACRES HARVESTED,"DRY EDIBLE, OTHER",TOTAL,ACRES,BEANS,41000
32,,NATIONAL,2005,"BEANS, DRY EDIBLE, OTHER ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, OTHER",TOTAL,LB / ACRE,BEANS,1595
33,,NATIONAL,2005,"BEANS, DRY EDIBLE, PINK ",ACRES HARVESTED,"DRY EDIBLE, PINK",TOTAL,ACRES,BEANS,35800
34,,NATIONAL,2005,"BEANS, DRY EDIBLE, PINK ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINK",TOTAL,LB / ACRE,BEANS,1849
35,,NATIONAL,2005,"BEANS, DRY EDIBLE, PINTO ",ACRES HARVESTED,"DRY EDIBLE, PINTO",TOTAL,ACRES,BEANS,719100
36,,NATIONAL,2005,"BEANS, DRY EDIBLE, PINTO ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, PINTO",TOTAL,LB / ACRE,BEANS,1723
37,,NATIONAL,2005,"BEANS, DRY EDIBLE, SMALL, RED ",ACRES HARVESTED,"DRY EDIBLE, SMALL, RED",TOTAL,ACRES,BEANS,49500
38,,NATIONAL,2005,"BEANS, DRY EDIBLE, SMALL, RED ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, RED",TOTAL,LB / ACRE,BEANS,1824
39,,NATIONAL,2005,"BEANS, DRY EDIBLE, SMALL, WHITE ",ACRES HARVESTED,"DRY EDIBLE, SMALL, WHITE",TOTAL,ACRES,BEANS,2200
40,,NATIONAL,2005,"BEANS, DRY EDIBLE, SMALL, WHITE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE, SMALL, WHITE",TOTAL,LB / ACRE,BEANS,2136
493,,NATIONAL,2005,"BEANS, GREEN, LIMA, BABY, PROCESSING, FROZEN ",ACRES HARVESTED,"GREEN, LIMA, BABY",TOTAL,ACRES,BEANS,23020
494,,NATIONAL,2005,"BEANS, GREEN, LIMA, BABY, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / TON","GREEN, LIMA, BABY",TOTAL,$ / TON,BEANS,428
495,,NATIONAL,2005,"BEANS, GREEN, LIMA, BABY, PROCESSING, FROZEN ","YIELD, MEASURED IN TONS / ACRE","GREEN, LIMA, BABY",TOTAL,TONS / ACRE,BEANS,1.45
496,,NATIONAL,2005,"BEANS, GREEN, LIMA, FORDHOOK, PROCESSING, FROZEN ",ACRES HARVESTED,"GREEN, LIMA, FORDHOOK",TOTAL,ACRES,BEANS,1600
497,,NATIONAL,2005,"BEANS, GREEN, LIMA, FORDHOOK, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / TON","GREEN, LIMA, FORDHOOK",TOTAL,$ / TON,BEANS,602
498,,NATIONAL,2005,"BEANS, GREEN, LIMA, FORDHOOK, PROCESSING, FROZEN ","YIELD, MEASURED IN TONS / ACRE","GREEN, LIMA, FORDHOOK",TOTAL,TONS / ACRE,BEANS,2.33
484,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING ",ACRES HARVESTED,"GREEN, LIMA",TOTAL,ACRES,BEANS,28820
485,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON","GREEN, LIMA",TOTAL,$ / TON,BEANS,421
486,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING ","YIELD, MEASURED IN TONS / ACRE","GREEN, LIMA",TOTAL,TONS / ACRE,BEANS,1.47
487,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, CANNED ",ACRES HARVESTED,"GREEN, LIMA",TOTAL,ACRES,BEANS,4200
488,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, CANNED ","PRICE RECEIVED, MEASURED IN $ / TON","GREEN, LIMA",TOTAL,$ / TON,BEANS,249
489,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, CANNED ","YIELD, MEASURED IN TONS / ACRE","GREEN, LIMA",TOTAL,TONS / ACRE,BEANS,1.27
490,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, FROZEN ",ACRES HARVESTED,"GREEN, LIMA",TOTAL,ACRES,BEANS,24620
491,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / TON","GREEN, LIMA",TOTAL,$ / TON,BEANS,445
492,,NATIONAL,2005,"BEANS, GREEN, LIMA, PROCESSING, FROZEN ","YIELD, MEASURED IN TONS / ACRE","GREEN, LIMA",TOTAL,TONS / ACRE,BEANS,1.51
499,,NATIONAL,2005,"BEANS, SNAP, FRESH MARKET ",ACRES HARVESTED,SNAP,TOTAL,ACRES,BEANS,97300
500,,NATIONAL,2005,"BEANS, SNAP, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",SNAP,TOTAL,$ / CWT,BEANS,54.1
501,,NATIONAL,2005,"BEANS, SNAP, FRESH MARKET ","YIELD, MEASURED IN CWT / ACRE",SNAP,TOTAL,CWT / ACRE,BEANS,57
502,,NATIONAL,2005,"BEANS, SNAP, PROCESSING ",ACRES HARVESTED,SNAP,TOTAL,ACRES,BEANS,204620
503,,NATIONAL,2005,"BEANS, SNAP, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",SNAP,TOTAL,$ / TON,BEANS,141
504,,NATIONAL,2005,"BEANS, SNAP, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",SNAP,TOTAL,$ / TON,BEANS,140
505,,NATIONAL,2005,"BEANS, SNAP, PROCESSING ","YIELD, MEASURED IN TONS / ACRE",SNAP,TOTAL,TONS / ACRE,BEANS,4
506,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, CANNED ",ACRES HARVESTED,SNAP,TOTAL,ACRES,BEANS,143300
507,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, CANNED ","PRICE RECEIVED, MEASURED IN $ / TON",SNAP,TOTAL,$ / TON,BEANS,116
508,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, CANNED ","YIELD, MEASURED IN TONS / ACRE",SNAP,TOTAL,TONS / ACRE,BEANS,4.05
509,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, FROZEN ",ACRES HARVESTED,SNAP,TOTAL,ACRES,BEANS,61320
510,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / TON",SNAP,TOTAL,$ / TON,BEANS,198
511,,NATIONAL,2005,"BEANS, SNAP, PROCESSING, FROZEN ","YIELD, MEASURED IN TONS / ACRE",SNAP,TOTAL,TONS / ACRE,BEANS,3.9
290,,NATIONAL,2005,BLACKBERRIES ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BLACKBERRIES,0.762
287,,NATIONAL,2005,"BLACKBERRIES, (EXCL MARION & EVERGREEN) ","PRICE RECEIVED, MEASURED IN $ / LB",(EXCL MARION & EVERGREEN),TOTAL,$ / LB,BLACKBERRIES,0.847
288,,NATIONAL,2005,"BLACKBERRIES, (EXCL MARION & EVERGREEN), FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",(EXCL MARION & EVERGREEN),TOTAL,$ / LB,BLACKBERRIES,1.71
289,,NATIONAL,2005,"BLACKBERRIES, (EXCL MARION & EVERGREEN), PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",(EXCL MARION & EVERGREEN),TOTAL,$ / LB,BLACKBERRIES,0.76
293,,NATIONAL,2005,"BLACKBERRIES, EVERGREEN ","PRICE RECEIVED, MEASURED IN $ / LB",EVERGREEN,TOTAL,$ / LB,BLACKBERRIES,0.711
294,,NATIONAL,2005,"BLACKBERRIES, EVERGREEN, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",EVERGREEN,TOTAL,$ / LB,BLACKBERRIES,1.26
295,,NATIONAL,2005,"BLACKBERRIES, EVERGREEN, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",EVERGREEN,TOTAL,$ / LB,BLACKBERRIES,0.68
291,,NATIONAL,2005,"BLACKBERRIES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BLACKBERRIES,1.59
296,,NATIONAL,2005,"BLACKBERRIES, MARION ","PRICE RECEIVED, MEASURED IN $ / LB",MARION,TOTAL,$ / LB,BLACKBERRIES,0.72
297,,NATIONAL,2005,"BLACKBERRIES, MARION, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",MARION,TOTAL,$ / LB,BLACKBERRIES,1.36
298,,NATIONAL,2005,"BLACKBERRIES, MARION, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",MARION,TOTAL,$ / LB,BLACKBERRIES,0.71
292,,NATIONAL,2005,"BLACKBERRIES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BLACKBERRIES,0.723
299,,NATIONAL,2005,"BLUEBERRIES, TAME ","PRICE RECEIVED, MEASURED IN $ / LB",TAME,TOTAL,$ / LB,BLUEBERRIES,1.44
300,,NATIONAL,2005,"BLUEBERRIES, TAME, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",TAME,TOTAL,$ / LB,BLUEBERRIES,1.93
301,,NATIONAL,2005,"BLUEBERRIES, TAME, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",TAME,TOTAL,$ / LB,BLUEBERRIES,0.91
302,,NATIONAL,2005,BOYSENBERRIES ,"PRICE RECEIVED, MEASURED IN $ / LB",ALL CLASSES,TOTAL,$ / LB,BOYSENBERRIES,1.44
512,,NATIONAL,2005,BROCCOLI ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,BROCCOLI,127900
513,,NATIONAL,2005,BROCCOLI ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,BROCCOLI,28.5
514,,NATIONAL,2005,BROCCOLI ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,BROCCOLI,148
515,,NATIONAL,2005,"BROCCOLI, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,BROCCOLI,0
516,,NATIONAL,2005,"BROCCOLI, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,BROCCOLI,0
517,,NATIONAL,2005,"CABBAGE, FRESH MARKET ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CABBAGE,71700
518,,NATIONAL,2005,"CABBAGE, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CABBAGE,13.7
519,,NATIONAL,2005,"CABBAGE, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CABBAGE,13.7
520,,NATIONAL,2005,"CABBAGE, FRESH MARKET ","YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,CABBAGE,324
41,,NATIONAL,2005,CANOLA ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CANOLA,NA
42,,NATIONAL,2005,CANOLA ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CANOLA,9.62
43,,NATIONAL,2005,CANOLA ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CANOLA,1419
521,,NATIONAL,2005,"CARROTS, FRESH MARKET ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CARROTS,81400
522,,NATIONAL,2005,"CARROTS, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CARROTS,20.9
523,,NATIONAL,2005,"CARROTS, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CARROTS,21
524,,NATIONAL,2005,"CARROTS, FRESH MARKET ","YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,CARROTS,326
525,,NATIONAL,2005,"CARROTS, PROCESSING ",ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CARROTS,16170
526,,NATIONAL,2005,"CARROTS, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",ALL CLASSES,TOTAL,$ / TON,CARROTS,72.9
527,,NATIONAL,2005,"CARROTS, PROCESSING ","YIELD, MEASURED IN TONS / ACRE",ALL CLASSES,TOTAL,TONS / ACRE,CARROTS,28.37
528,,NATIONAL,2005,CAULIFLOWER ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CAULIFLOWER,41370
529,,NATIONAL,2005,CAULIFLOWER ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CAULIFLOWER,30.4
530,,NATIONAL,2005,CAULIFLOWER ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,CAULIFLOWER,174
531,,NATIONAL,2005,CELERY ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CELERY,26800
532,,NATIONAL,2005,CELERY ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CELERY,14.3
533,,NATIONAL,2005,CELERY ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CELERY,13.9
534,,NATIONAL,2005,CELERY ,"YIELD, MEASURED IN CWT / ACRE",ALL CLASSES,TOTAL,CWT / ACRE,CELERY,697
303,,NATIONAL,2005,"CHERRIES, SWEET ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,1990
304,,NATIONAL,2005,"CHERRIES, SWEET, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,2610
305,,NATIONAL,2005,"CHERRIES, SWEET, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,620
306,,NATIONAL,2005,"CHERRIES, SWEET, PROCESSING, (EXCL CANNED & BRINED) ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,390
307,,NATIONAL,2005,"CHERRIES, SWEET, PROCESSING, BRINED ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,692
308,,NATIONAL,2005,"CHERRIES, SWEET, PROCESSING, CANNED ","PRICE RECEIVED, MEASURED IN $ / TON",SWEET,TOTAL,$ / TON,CHERRIES,763
309,,NATIONAL,2005,"CHERRIES, TART ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.238
310,,NATIONAL,2005,"CHERRIES, TART, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.893
311,,NATIONAL,2005,"CHERRIES, TART, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.235
312,,NATIONAL,2005,"CHERRIES, TART, PROCESSING, (EXCL CANNED & FROZEN) ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.194
313,,NATIONAL,2005,"CHERRIES, TART, PROCESSING, CANNED ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.247
314,,NATIONAL,2005,"CHERRIES, TART, PROCESSING, FROZEN ","PRICE RECEIVED, MEASURED IN $ / LB",TART,TOTAL,$ / LB,CHERRIES,0.236
44,,NATIONAL,2005,CHICKPEAS ,ACRES HARVESTED,ALL CLASSES,TOTAL,ACRES,CHICKPEAS,86300
45,,NATIONAL,2005,CHICKPEAS ,"PRICE RECEIVED, MEASURED IN $ / CWT",ALL CLASSES,TOTAL,$ / CWT,CHICKPEAS,25.4
46,,NATIONAL,2005,CHICKPEAS ,"YIELD, MEASURED IN LB / ACRE",ALL CLASSES,TOTAL,LB / ACRE,CHICKPEAS,1229
47,,NATIONAL,2005,"CHICKPEAS, LARGE ",ACRES HARVESTED,LARGE,TOTAL,ACRES,CHICKPEAS,76400
48,,NATIONAL,2005,"CHICKPEAS, LARGE ","PRICE RECEIVED, MEASURED IN $ / CWT",LARGE,TOTAL,$ / CWT,CHICKPEAS,26.3
49,,NATIONAL,2005,"CHICKPEAS, LARGE ","PRICE RECEIVED, MEASURED IN $ / CWT",LARGE,TOTAL,$ / CWT,CHICKPEAS,26.7
50,,NATIONAL,2005,"CHICKPEAS, LARGE ","YIELD, MEASURED IN LB / ACRE",LARGE,TOTAL,LB / ACRE,CHICKPEAS,1194
51,,NATIONAL,2005,"CHICKPEAS, SMALL ",ACRES HARVESTED,SMALL,TOTAL,ACRES,CHICKPEAS,9900
