"","asd_desc","agg_level_desc","year","crop","info","class_desc","domain_desc","unit_desc","commodity_desc","value"
"34","","NATIONAL",2015,"HAYLAGE, (EXCL ALFALFA), ORGANIC ","ACRES HARVESTED","(EXCL ALFALFA)","ORGANIC STATUS","ACRES","HAYLAGE",106452
"35","","NATIONAL",2015,"HAYLAGE, (EXCL ALFALFA), ORGANIC ","OPERATIONS WITH AREA HARVESTED","(EXCL ALFALFA)","ORGANIC STATUS","OPERATIONS","HAYLAGE",845
"36","","NATIONAL",2015,"HAYLAGE, ALFALFA, ORGANIC ","ACRES HARVESTED","ALFALFA","ORGANIC STATUS","ACRES","HAYLAGE",54426
"37","","NATIONAL",2015,"HAYLAGE, ALFALFA, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALFALFA","ORGANIC STATUS","OPERATIONS","HAYLAGE",655
"38","","NATIONAL",2015,"HAYLAGE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","HAYLAGE",160878
"39","","NATIONAL",2015,"HAYLAGE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","HAYLAGE",1412
"40","","NATIONAL",2015,"HERBS, DRY, ORGANIC ","ACRES HARVESTED","DRY","ORGANIC STATUS","ACRES","HERBS",1512
"41","","NATIONAL",2015,"HERBS, DRY, ORGANIC ","OPERATIONS WITH AREA HARVESTED","DRY","ORGANIC STATUS","OPERATIONS","HERBS",47
"42","","NATIONAL",2015,"HOPS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","HOPS",442
"43","","NATIONAL",2015,"HOPS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","HOPS",33
"44","","NATIONAL",2015,"LENTILS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","LENTILS",2273
"45","","NATIONAL",2015,"LENTILS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","LENTILS",8
"46","","NATIONAL",2015,"MILLET, PROSO, ORGANIC ","ACRES HARVESTED","PROSO","ORGANIC STATUS","ACRES","MILLET",8394
"47","","NATIONAL",2015,"MILLET, PROSO, ORGANIC ","OPERATIONS WITH AREA HARVESTED","PROSO","ORGANIC STATUS","OPERATIONS","MILLET",42
"48","","NATIONAL",2015,"MINT, ORGANIC, OIL ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","MINT",5
"49","","NATIONAL",2015,"OATS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","OATS",39647
"50","","NATIONAL",2015,"OATS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","OATS",1000
"51","","NATIONAL",2015,"PEANUTS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","PEANUTS",7402
"52","","NATIONAL",2015,"PEANUTS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","PEANUTS",22
"53","","NATIONAL",2015,"PEAS, AUSTRIAN WINTER, ORGANIC ","OPERATIONS WITH AREA HARVESTED","AUSTRIAN WINTER","ORGANIC STATUS","OPERATIONS","PEAS",6
"54","","NATIONAL",2015,"PEAS, DRY EDIBLE, ORGANIC ","ACRES HARVESTED","DRY EDIBLE","ORGANIC STATUS","ACRES","PEAS",6991
"55","","NATIONAL",2015,"PEAS, DRY EDIBLE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","DRY EDIBLE","ORGANIC STATUS","OPERATIONS","PEAS",58
"56","","NATIONAL",2015,"POPCORN, ORGANIC, SHELLED ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","POPCORN",3987
"57","","NATIONAL",2015,"POPCORN, ORGANIC, SHELLED ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","POPCORN",47
"58","","NATIONAL",2015,"RICE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","RICE",28642
"59","","NATIONAL",2015,"RICE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","RICE",106
"60","","NATIONAL",2015,"RYE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","RYE",6076
"61","","NATIONAL",2015,"RYE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","RYE",204
"62","","NATIONAL",2015,"SAFFLOWER, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","SAFFLOWER",1984
"63","","NATIONAL",2015,"SAFFLOWER, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","SAFFLOWER",9
"64","","NATIONAL",2015,"SORGHUM, GRAIN, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","SORGHUM",10578
"65","","NATIONAL",2015,"SORGHUM, GRAIN, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","SORGHUM",40
"66","","NATIONAL",2015,"SORGHUM, SILAGE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","SORGHUM",8587
"67","","NATIONAL",2015,"SORGHUM, SILAGE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","SORGHUM",117
"68","","NATIONAL",2015,"SOYBEANS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","SOYBEANS",94841
"69","","NATIONAL",2015,"SOYBEANS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","SOYBEANS",1420
"70","","NATIONAL",2015,"SUNFLOWER, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","SUNFLOWER",5315
"71","","NATIONAL",2015,"SUNFLOWER, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","SUNFLOWER",52
"72","","NATIONAL",2015,"TOBACCO, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","TOBACCO",6681
"73","","NATIONAL",2015,"TOBACCO, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","TOBACCO",157
"74","","NATIONAL",2015,"WHEAT, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","WHEAT",301950
"75","","NATIONAL",2015,"WHEAT, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","WHEAT",1035
"76","","NATIONAL",2015,"WHEAT, SPRING, (EXCL DURUM), ORGANIC ","ACRES HARVESTED","SPRING, (EXCL DURUM)","ORGANIC STATUS","ACRES","WHEAT",82976
"77","","NATIONAL",2015,"WHEAT, SPRING, (EXCL DURUM), ORGANIC ","OPERATIONS WITH AREA HARVESTED","SPRING, (EXCL DURUM)","ORGANIC STATUS","OPERATIONS","WHEAT",337
"78","","NATIONAL",2015,"WHEAT, SPRING, DURUM, ORGANIC ","ACRES HARVESTED","SPRING, DURUM","ORGANIC STATUS","ACRES","WHEAT",10544
"79","","NATIONAL",2015,"WHEAT, SPRING, DURUM, ORGANIC ","OPERATIONS WITH AREA HARVESTED","SPRING, DURUM","ORGANIC STATUS","OPERATIONS","WHEAT",42
"80","","NATIONAL",2015,"WHEAT, WINTER, ORGANIC ","ACRES HARVESTED","WINTER","ORGANIC STATUS","ACRES","WHEAT",208430
"81","","NATIONAL",2015,"WHEAT, WINTER, ORGANIC ","OPERATIONS WITH AREA HARVESTED","WINTER","ORGANIC STATUS","OPERATIONS","WHEAT",713
"82","","NATIONAL",2015,"WILD RICE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","WILD RICE",2280
"83","","NATIONAL",2015,"WILD RICE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","WILD RICE",10
"84","","NATIONAL",2015,"ALMONDS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","ALMONDS",6209
"85","","NATIONAL",2015,"ALMONDS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","ALMONDS",81
"86","","NATIONAL",2015,"APPLES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","APPLES",15763
"87","","NATIONAL",2015,"APPLES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","APPLES",699
"88","","NATIONAL",2015,"APPLES, BRAEBURN, ORGANIC ","ACRES HARVESTED","BRAEBURN","ORGANIC STATUS","ACRES","APPLES",247
"89","","NATIONAL",2015,"APPLES, BRAEBURN, ORGANIC ","OPERATIONS WITH AREA HARVESTED","BRAEBURN","ORGANIC STATUS","OPERATIONS","APPLES",30
"90","","NATIONAL",2015,"APPLES, CAMEO, ORGANIC ","ACRES HARVESTED","CAMEO","ORGANIC STATUS","ACRES","APPLES",116
"91","","NATIONAL",2015,"APPLES, CAMEO, ORGANIC ","OPERATIONS WITH AREA HARVESTED","CAMEO","ORGANIC STATUS","OPERATIONS","APPLES",18
"92","","NATIONAL",2015,"APPLES, CRIPPS PINK, ORGANIC ","ACRES HARVESTED","CRIPPS PINK","ORGANIC STATUS","ACRES","APPLES",677
"93","","NATIONAL",2015,"APPLES, CRIPPS PINK, ORGANIC ","OPERATIONS WITH AREA HARVESTED","CRIPPS PINK","ORGANIC STATUS","OPERATIONS","APPLES",33
"94","","NATIONAL",2015,"APPLES, FUJI, ORGANIC ","ACRES HARVESTED","FUJI","ORGANIC STATUS","ACRES","APPLES",3638
"95","","NATIONAL",2015,"APPLES, FUJI, ORGANIC ","OPERATIONS WITH AREA HARVESTED","FUJI","ORGANIC STATUS","OPERATIONS","APPLES",180
"96","","NATIONAL",2015,"APPLES, GALA, ORGANIC ","ACRES HARVESTED","GALA","ORGANIC STATUS","ACRES","APPLES",3072
"97","","NATIONAL",2015,"APPLES, GALA, ORGANIC ","OPERATIONS WITH AREA HARVESTED","GALA","ORGANIC STATUS","OPERATIONS","APPLES",203
"98","","NATIONAL",2015,"APPLES, GOLDEN DELICIOUS, ORGANIC ","ACRES HARVESTED","GOLDEN DELICIOUS","ORGANIC STATUS","ACRES","APPLES",1032
"99","","NATIONAL",2015,"APPLES, GOLDEN DELICIOUS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","GOLDEN DELICIOUS","ORGANIC STATUS","OPERATIONS","APPLES",129
"100","","NATIONAL",2015,"APPLES, GRANNY SMITH, ORGANIC ","ACRES HARVESTED","GRANNY SMITH","ORGANIC STATUS","ACRES","APPLES",1254
"101","","NATIONAL",2015,"APPLES, GRANNY SMITH, ORGANIC ","OPERATIONS WITH AREA HARVESTED","GRANNY SMITH","ORGANIC STATUS","OPERATIONS","APPLES",108
"102","","NATIONAL",2015,"APPLES, HONEYCRISP, ORGANIC ","ACRES HARVESTED","HONEYCRISP","ORGANIC STATUS","ACRES","APPLES",1587
"103","","NATIONAL",2015,"APPLES, HONEYCRISP, ORGANIC ","OPERATIONS WITH AREA HARVESTED","HONEYCRISP","ORGANIC STATUS","OPERATIONS","APPLES",116
"104","","NATIONAL",2015,"APPLES, OTHER VARIETIES, ORGANIC ","ACRES HARVESTED","OTHER VARIETIES","ORGANIC STATUS","ACRES","APPLES",2756
"105","","NATIONAL",2015,"APPLES, OTHER VARIETIES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","OTHER VARIETIES","ORGANIC STATUS","OPERATIONS","APPLES",480
"106","","NATIONAL",2015,"APPLES, RED DELICIOUS, ORGANIC ","ACRES HARVESTED","RED DELICIOUS","ORGANIC STATUS","ACRES","APPLES",1183
"107","","NATIONAL",2015,"APPLES, RED DELICIOUS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","RED DELICIOUS","ORGANIC STATUS","OPERATIONS","APPLES",112
"108","","NATIONAL",2015,"APPLES, ROME, ORGANIC ","ACRES HARVESTED","ROME","ORGANIC STATUS","ACRES","APPLES",201
"109","","NATIONAL",2015,"APPLES, ROME, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ROME","ORGANIC STATUS","OPERATIONS","APPLES",39
"110","","NATIONAL",2015,"AVOCADOS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","AVOCADOS",3880
"111","","NATIONAL",2015,"AVOCADOS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","AVOCADOS",321
"112","","NATIONAL",2015,"BERRIES, OTHER, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","BERRIES, OTHER",718
"113","","NATIONAL",2015,"BERRIES, OTHER, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","BERRIES, OTHER",186
"114","","NATIONAL",2015,"BERRY TOTALS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","BERRY TOTALS",13221
"115","","NATIONAL",2015,"BERRY TOTALS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","BERRY TOTALS",1436
"116","","NATIONAL",2015,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC ","ACRES HARVESTED","INCL DEWBERRIES & MARIONBERRIES","ORGANIC STATUS","ACRES","BLACKBERRIES",806
"117","","NATIONAL",2015,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","INCL DEWBERRIES & MARIONBERRIES","ORGANIC STATUS","OPERATIONS","BLACKBERRIES",195
"118","","NATIONAL",2015,"BLUEBERRIES, TAME, ORGANIC ","ACRES HARVESTED","TAME","ORGANIC STATUS","ACRES","BLUEBERRIES",5706
"119","","NATIONAL",2015,"BLUEBERRIES, TAME, ORGANIC ","OPERATIONS WITH AREA HARVESTED","TAME","ORGANIC STATUS","OPERATIONS","BLUEBERRIES",587
"120","","NATIONAL",2015,"BLUEBERRIES, WILD, ORGANIC ","ACRES HARVESTED","WILD","ORGANIC STATUS","ACRES","BLUEBERRIES",530
"121","","NATIONAL",2015,"BLUEBERRIES, WILD, ORGANIC ","OPERATIONS WITH AREA HARVESTED","WILD","ORGANIC STATUS","OPERATIONS","BLUEBERRIES",54
"122","","NATIONAL",2015,"CHERRIES, SWEET, ORGANIC ","ACRES HARVESTED","SWEET","ORGANIC STATUS","ACRES","CHERRIES",2078
"123","","NATIONAL",2015,"CHERRIES, SWEET, ORGANIC ","OPERATIONS WITH AREA HARVESTED","SWEET","ORGANIC STATUS","OPERATIONS","CHERRIES",138
"124","","NATIONAL",2015,"CHERRIES, TART, ORGANIC ","ACRES HARVESTED","TART","ORGANIC STATUS","ACRES","CHERRIES",619
"125","","NATIONAL",2015,"CHERRIES, TART, ORGANIC ","OPERATIONS WITH AREA HARVESTED","TART","ORGANIC STATUS","OPERATIONS","CHERRIES",24
"126","","NATIONAL",2015,"COFFEE, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","COFFEE",180
"127","","NATIONAL",2015,"COFFEE, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","COFFEE",35
"128","","NATIONAL",2015,"CRANBERRIES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","CRANBERRIES",339
"129","","NATIONAL",2015,"CRANBERRIES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","CRANBERRIES",37
"130","","NATIONAL",2015,"DATES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","DATES",625
"131","","NATIONAL",2015,"DATES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","DATES",23
"132","","NATIONAL",2015,"FIGS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","FIGS",1039
"133","","NATIONAL",2015,"FIGS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","FIGS",80
"134","","NATIONAL",2015,"FRUIT & TREE NUT TOTALS, (EXCL APPLES & GRAPES), ORGANIC ","ACRES HARVESTED","(EXCL APPLES & GRAPES)","ORGANIC STATUS","ACRES","FRUIT & TREE NUT TOTALS",63397
"135","","NATIONAL",2015,"FRUIT & TREE NUT TOTALS, (EXCL APPLES & GRAPES), ORGANIC ","OPERATIONS WITH AREA HARVESTED","(EXCL APPLES & GRAPES)","ORGANIC STATUS","OPERATIONS","FRUIT & TREE NUT TOTALS",2993
"136","","NATIONAL",2015,"FRUIT TOTALS, (EXCL APPLES & GRAPES & BERRIES), ORGANIC ","ACRES HARVESTED","(EXCL APPLES & GRAPES & BERRIES)","ORGANIC STATUS","ACRES","FRUIT TOTALS",31898
"137","","NATIONAL",2015,"FRUIT TOTALS, (EXCL APPLES & GRAPES & BERRIES), ORGANIC ","OPERATIONS WITH AREA HARVESTED","(EXCL APPLES & GRAPES & BERRIES)","ORGANIC STATUS","OPERATIONS","FRUIT TOTALS",1456
"138","","NATIONAL",2015,"FRUIT, OTHER, (EXCL BERRIES), ORGANIC ","ACRES HARVESTED","(EXCL BERRIES)","ORGANIC STATUS","ACRES","FRUIT, OTHER",6768
"139","","NATIONAL",2015,"FRUIT, OTHER, (EXCL BERRIES), ORGANIC ","OPERATIONS WITH AREA HARVESTED","(EXCL BERRIES)","ORGANIC STATUS","OPERATIONS","FRUIT, OTHER",398
"140","","NATIONAL",2015,"GRAPEFRUIT, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","GRAPEFRUIT",1585
"141","","NATIONAL",2015,"GRAPEFRUIT, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","GRAPEFRUIT",133
"142","","NATIONAL",2015,"GRAPES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","GRAPES",27912
"143","","NATIONAL",2015,"GRAPES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","GRAPES",714
"144","","NATIONAL",2015,"HAZELNUTS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","HAZELNUTS",249
"145","","NATIONAL",2015,"HAZELNUTS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","HAZELNUTS",20
"146","","NATIONAL",2015,"LEMONS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","LEMONS",2396
"147","","NATIONAL",2015,"LEMONS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","LEMONS",209
"148","","NATIONAL",2015,"ORANGES, (EXCL NAVEL & VALENCIA), ORGANIC ","ACRES HARVESTED","(EXCL NAVEL & VALENCIA)","ORGANIC STATUS","ACRES","ORANGES",777
"149","","NATIONAL",2015,"ORANGES, (EXCL NAVEL & VALENCIA), ORGANIC ","OPERATIONS WITH AREA HARVESTED","(EXCL NAVEL & VALENCIA)","ORGANIC STATUS","OPERATIONS","ORANGES",91
"150","","NATIONAL",2015,"ORANGES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","ORANGES",5174
"151","","NATIONAL",2015,"ORANGES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","ORANGES",279
"152","","NATIONAL",2015,"ORANGES, NAVEL, ORGANIC ","ACRES HARVESTED","NAVEL","ORGANIC STATUS","ACRES","ORANGES",2548
"153","","NATIONAL",2015,"ORANGES, NAVEL, ORGANIC ","OPERATIONS WITH AREA HARVESTED","NAVEL","ORGANIC STATUS","OPERATIONS","ORANGES",126
"154","","NATIONAL",2015,"ORANGES, VALENCIA, ORGANIC ","ACRES HARVESTED","VALENCIA","ORGANIC STATUS","ACRES","ORANGES",1850
"155","","NATIONAL",2015,"ORANGES, VALENCIA, ORGANIC ","OPERATIONS WITH AREA HARVESTED","VALENCIA","ORGANIC STATUS","OPERATIONS","ORANGES",135
"156","","NATIONAL",2015,"PEACHES, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","PEACHES",2790
"157","","NATIONAL",2015,"PEACHES, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","PEACHES",243
"158","","NATIONAL",2015,"PEARS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","PEARS",2286
"159","","NATIONAL",2015,"PEARS, ORGANIC ","OPERATIONS WITH AREA HARVESTED","ALL CLASSES","ORGANIC STATUS","OPERATIONS","PEARS",270
"160","","NATIONAL",2015,"PECANS, ORGANIC ","ACRES HARVESTED","ALL CLASSES","ORGANIC STATUS","ACRES","PECANS",3690
