"","asd_desc","agg_level_desc","year","crop","info","class_desc","domain_desc","unit_desc","commodity_desc","value"
"25","","STATE",1975,"CORN, SILAGE ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","CORN",19
"26","","STATE",1975,"HAY, (EXCL ALFALFA) ","ACRES HARVESTED","(EXCL ALFALFA)","TOTAL","ACRES","HAY",3e+05
"27","","STATE",1975,"HAY, (EXCL ALFALFA) ","YIELD, MEASURED IN TONS / ACRE","(EXCL ALFALFA)","TOTAL","TONS / ACRE","HAY",2.1
"28","","STATE",1975,"HAY, ALFALFA ","ACRES HARVESTED","ALFALFA","TOTAL","ACRES","HAY",NA
"29","","STATE",1975,"HAY, ALFALFA ","YIELD, MEASURED IN TONS / ACRE","ALFALFA","TOTAL","TONS / ACRE","HAY",3.7
"30","","STATE",1975,"HAY ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HAY",NA
"31","","STATE",1975,"HAY ","PRICE RECEIVED, MEASURED IN $ / TON","ALL CLASSES","TOTAL","$ / TON","HAY",46
"32","","STATE",1975,"HAY ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","HAY",3.34
"33","","STATE",1975,"HOPS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","HOPS",3700
"34","","STATE",1975,"HOPS ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","HOPS",0.826
"35","","STATE",1975,"HOPS ","YIELD, MEASURED IN LB / ACRE","ALL CLASSES","TOTAL","LB / ACRE","HOPS",1660
"36","","STATE",1975,"MINT, PEPPERMINT, OIL ","ACRES HARVESTED","PEPPERMINT","TOTAL","ACRES","MINT",5800
"37","","STATE",1975,"MINT, PEPPERMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB","PEPPERMINT","TOTAL","$ / LB","MINT",11.75
"38","","STATE",1975,"MINT, PEPPERMINT, OIL ","YIELD, MEASURED IN LB / ACRE","PEPPERMINT","TOTAL","LB / ACRE","MINT",49
"39","","STATE",1975,"MINT, SPEARMINT, OIL ","ACRES HARVESTED","SPEARMINT","TOTAL","ACRES","MINT",3100
"40","","STATE",1975,"MINT, SPEARMINT, OIL ","PRICE RECEIVED, MEASURED IN $ / LB","SPEARMINT","TOTAL","$ / LB","MINT",15
"41","","STATE",1975,"MINT, SPEARMINT, OIL ","YIELD, MEASURED IN LB / ACRE","SPEARMINT","TOTAL","LB / ACRE","MINT",45
"42","","STATE",1975,"OATS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","OATS",47000
"43","","STATE",1975,"OATS ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","OATS",1.56
"44","","STATE",1975,"OATS ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","OATS",54
"45","","STATE",1975,"OATS ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","OATS",40.3
"46","","STATE",1975,"PEAS, DRY EDIBLE ","ACRES HARVESTED","DRY EDIBLE","TOTAL","ACRES","PEAS",69000
"47","","STATE",1975,"PEAS, DRY EDIBLE ","PRICE RECEIVED, MEASURED IN $ / CWT","DRY EDIBLE","TOTAL","$ / CWT","PEAS",8.25
"48","","STATE",1975,"PEAS, DRY EDIBLE ","YIELD, MEASURED IN LB / ACRE","DRY EDIBLE","TOTAL","LB / ACRE","PEAS",1390
"49","","STATE",1975,"PEAS, WRINKLED SEED ","PRICE RECEIVED, MEASURED IN $ / CWT","WRINKLED SEED","TOTAL","$ / CWT","PEAS",12.9
"50","","STATE",1975,"SUGARBEETS ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","SUGARBEETS",158300
"51","","STATE",1975,"SUGARBEETS ","YIELD, MEASURED IN TONS / ACRE","ALL CLASSES","TOTAL","TONS / ACRE","SUGARBEETS",18.6
"52","","STATE",1975,"WHEAT ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",NA
"53","","STATE",1975,"WHEAT ","PRICE RECEIVED, MEASURED IN $ / BU","ALL CLASSES","TOTAL","$ / BU","WHEAT",3.4
"54","","STATE",1975,"WHEAT ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",44.5
"55","","STATE",1975,"WHEAT ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",42.1
"56","","STATE",1975,"WHEAT, IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",483300
"57","","STATE",1975,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",68.1
"58","","STATE",1975,"WHEAT, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",65.2
"59","","STATE",1975,"WHEAT, NON-IRRIGATED ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",936700
"60","","STATE",1975,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",32.4
"61","","STATE",1975,"WHEAT, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",30.4
"62","","STATE",1975,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",304600
"63","","STATE",1975,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",33.9
"64","","STATE",1975,"WHEAT, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",32.6
"65","","STATE",1975,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","WHEAT",632100
"66","","STATE",1975,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","ALL CLASSES","TOTAL","BU / ACRE","WHEAT",31.6
"67","","STATE",1975,"WHEAT, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","ALL CLASSES","TOTAL","BU / NET PLANTED ACRE","WHEAT",29.4
"68","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM) ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",5e+05
"69","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM) ","PRICE RECEIVED, MEASURED IN $ / BU","SPRING, (EXCL DURUM)","TOTAL","$ / BU","WHEAT",3.33
"70","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",51
"71","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM) ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / NET PLANTED ACRE","WHEAT",49
"72","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",317300
"73","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",67.5
"74","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / NET PLANTED ACRE","WHEAT",64.9
"75","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",182700
"76","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",22.4
"77","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / NET PLANTED ACRE","WHEAT",21.5
"78","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",57700
"79","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",21.5
"80","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / NET PLANTED ACRE","WHEAT",20.6
"81","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","SPRING, (EXCL DURUM)","TOTAL","ACRES","WHEAT",125000
"82","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / ACRE","WHEAT",22.8
"83","","STATE",1975,"WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","SPRING, (EXCL DURUM)","TOTAL","BU / NET PLANTED ACRE","WHEAT",22
"84","","STATE",1975,"WHEAT, WINTER ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",920000
"85","","STATE",1975,"WHEAT, WINTER ","PRICE RECEIVED, MEASURED IN $ / BU","WINTER","TOTAL","$ / BU","WHEAT",3.44
"86","","STATE",1975,"WHEAT, WINTER ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",41
"87","","STATE",1975,"WHEAT, WINTER ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",38.5
"88","","STATE",1975,"WHEAT, WINTER, IRRIGATED ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",166000
"89","","STATE",1975,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",69.2
"90","","STATE",1975,"WHEAT, WINTER, IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",65.9
"91","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",754000
"92","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",34.8
"93","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",32.5
"94","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",246900
"95","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",36.8
"96","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, CONTINUOUS CROP ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",35.4
"97","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","ACRES HARVESTED","WINTER","TOTAL","ACRES","WHEAT",507100
"98","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / ACRE","WINTER","TOTAL","BU / ACRE","WHEAT",33.8
"99","","STATE",1975,"WHEAT, WINTER, NON-IRRIGATED, FOLLOWING SUMMER FALLOW ","YIELD, MEASURED IN BU / NET PLANTED ACRE","WINTER","TOTAL","BU / NET PLANTED ACRE","WHEAT",31.2
"100","","STATE",1975,"APPLES ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","APPLES",0.111
"101","","STATE",1975,"APPLES, FRESH MARKET ","PRICE RECEIVED, MEASURED IN $ / LB","ALL CLASSES","TOTAL","$ / LB","APPLES",0.138
"102","","STATE",1975,"APPLES, PROCESSING ","PRICE RECEIVED, MEASURED IN $ / TON","ALL CLASSES","TOTAL","$ / TON","APPLES",104
"103","","STATE",1975,"CHERRIES, SWEET ","PRICE RECEIVED, MEASURED IN $ / TON","SWEET","TOTAL","$ / TON","CHERRIES",574
"104","","STATE",1975,"POTATOES ","ACRES HARVESTED","ALL CLASSES","TOTAL","ACRES","POTATOES",322000
"105","","STATE",1975,"POTATOES ","PRICE RECEIVED, MEASURED IN $ / CWT","ALL CLASSES","TOTAL","$ / CWT","POTATOES",3.75
"106","","STATE",1975,"POTATOES ","YIELD, MEASURED IN CWT / ACRE","ALL CLASSES","TOTAL","CWT / ACRE","POTATOES",244
"107","","STATE",1975,"POTATOES, FALL ","ACRES HARVESTED","FALL","TOTAL","ACRES","POTATOES",322000
"108","","STATE",1975,"POTATOES, FALL ","PRICE RECEIVED, MEASURED IN $ / CWT","FALL","TOTAL","$ / CWT","POTATOES",3.75
"109","","STATE",1975,"POTATOES, FALL ","YIELD, MEASURED IN CWT / ACRE","FALL","TOTAL","CWT / ACRE","POTATOES",244
